id,lat,lon,user,uid,version,changeset,timestamp
386131,-33.4415548,-70.6423656,DoodleBob,4339485,4,41984301,2016-09-07T17:17:35Z
245053674,-33.4233944,-70.6504791,DoodleBob,4339485,8,42007603,2016-09-08T16:27:27Z
253282595,-33.4559948,-70.7204939,Blackemo,567282,2,10086085,2011-12-11T00:20:43Z
256384363,-33.6083466,-70.5062043,katpatuka,17497,14,857305,2009-01-31T06:35:39Z
264206513,-33.3364033,-70.544187,Julio_Costa_Zambelli,30854,1,434817,2008-05-13T09:18:39Z
265609699,-33.6089648,-70.7078297,Daeron,38239,7,3740260,2010-01-29T00:03:06Z
266729369,-33.5339925,-70.7892767,Julio_Costa_Zambelli,30854,1,521039,2008-05-25T06:07:47Z
267324875,-33.4616327,-70.5204417,Julio_Costa_Zambelli,30854,1,545877,2008-05-29T08:59:05Z
269080796,-33.5499281,-70.671531,Julio_Costa_Zambelli,30854,2,840390,2009-03-21T02:41:44Z
275536504,-33.3876751,-70.641353,Julio_Costa_Zambelli,30854,1,371693,2008-07-02T08:41:11Z
278614709,-33.4241817,-70.6996556,GeorgeWBush,4339167,3,42190468,2016-09-15T22:19:49Z
283296207,-33.2826322,-70.6525478,Julio_Costa_Zambelli,30854,4,678253,2008-09-22T05:52:19Z
288983379,-33.4330927,-70.7565728,Chilestreet,843439,2,32040765,2015-06-18T00:19:56Z
308857911,-33.4993241,-70.6925661,GeoCrazy,3693002,5,42110637,2016-09-12T20:51:10Z
314191080,-33.6098858,-70.4933842,Julio_Costa_Zambelli,30854,16,3424093,2009-12-22T00:15:51Z
338170797,-33.4168255,-70.566007,ALE!,40023,9,18395918,2013-10-17T01:39:33Z
370722387,-33.4867939,-70.4384466,Julio_Costa_Zambelli,30854,6,326910,2009-04-08T05:12:42Z
420893550,-33.5293365,-70.5794486,Te-Ika,3742941,4,42780431,2016-10-10T15:43:12Z
430603789,-33.3693637,-70.7900376,Julio_Costa_Zambelli,30854,1,1673570,2009-06-29T07:39:02Z
443438705,-33.221912,-70.6875358,Julio_Costa_Zambelli,30854,1,1866377,2009-07-18T19:32:59Z
457756055,-33.4952653,-70.5864231,JAAS,3321532,3,42647124,2016-10-05T03:58:51Z
474707048,-33.4190444,-70.6013206,felipeedwards,337684,4,15693995,2013-04-11T19:49:15Z
495925736,-33.2370418,-70.6722332,Julio_Costa_Zambelli,30854,3,28138558,2015-01-14T14:53:23Z
512785370,-33.4516011,-70.6514894,Julio_Costa_Zambelli,30854,1,2671339,2009-09-28T23:11:57Z
582537467,-33.4144402,-70.5980096,ALE!,40023,2,17580330,2013-08-29T22:06:10Z
605103889,-33.5767731,-70.6888582,Daeron,38239,2,3740260,2010-01-29T00:03:16Z
605183283,-33.4439564,-70.6030246,dintrans_g,237777,3,29089973,2015-02-25T12:19:47Z
616739373,-33.4096933,-70.5522976,ILikeTurtles512,3886711,3,42011276,2016-09-08T19:35:47Z
659654263,-33.4411446,-70.516153,miyabi,180468,1,4022220,2010-03-03T05:59:29Z
662806986,-33.6605325,-70.7990711,ALE!,40023,1,4070247,2010-03-08T10:36:00Z
677246305,-33.3679787,-70.703812,Julio_Costa_Zambelli,30854,1,4263603,2010-03-29T03:15:40Z
767522647,-33.4230895,-70.6137726,Julio_Costa_Zambelli,30854,1,4940779,2010-06-08T21:22:10Z
904781396,-33.6347797,-70.7228651,Julio_Costa_Zambelli,30854,1,5738045,2010-09-10T04:37:20Z
952303383,-33.6709201,-70.9368875,mauricio correa,1243098,2,34883175,2015-10-26T14:26:31Z
997728000,-33.4381963,-70.634721,tfnielson,4547543,5,42877764,2016-10-13T18:29:09Z
1037187050,-33.7482246,-70.743037,felipeedwards,337684,1,6647068,2010-12-13T13:27:44Z
1070846549,-33.1699953,-70.6371011,Julio_Costa_Zambelli,30854,1,6799343,2010-12-29T14:38:33Z
1119396659,-33.347384,-70.5424829,felipeedwards,337684,1,7078650,2011-01-24T22:14:20Z
1160666783,-33.7266899,-70.4791313,Julio_Costa_Zambelli,30854,1,7328718,2011-02-19T06:02:35Z
1175497480,-33.4671352,-70.533917,Julio_Costa_Zambelli,30854,2,43318383,2016-11-01T04:47:22Z
1175671228,-33.5194065,-70.6031716,amonares,250785,1,7403106,2011-02-26T21:26:53Z
1221523075,-33.4083996,-70.7122698,Speedy55,3775202,4,42160583,2016-09-14T22:40:22Z
1239296104,-33.6085526,-70.9115229,felipeedwards,337684,1,7817638,2011-04-09T22:30:58Z
1242281501,-33.5062889,-70.6227372,chesergio,416868,1,7845327,2011-04-12T18:35:29Z
1243856335,-33.4567531,-70.620848,chesergio,416868,1,7856580,2011-04-13T22:20:34Z
1244456700,-33.5883574,-70.6848619,Fede Borgnia,392023,1,7862028,2011-04-14T15:54:54Z
1244620281,-33.5579919,-70.7874147,Fede Borgnia,392023,1,7863085,2011-04-14T17:49:52Z
1244676270,-33.4246522,-70.5844828,chesergio,416868,1,7863585,2011-04-14T18:40:58Z
1244745211,-33.4384742,-70.5873857,chesergio,416868,1,7864049,2011-04-14T19:22:21Z
1244876001,-33.5047854,-70.7436659,Fede Borgnia,392023,1,7865304,2011-04-14T21:26:20Z
1245543318,-33.4948821,-70.734904,Fede Borgnia,392023,1,7869885,2011-04-15T14:01:02Z
1245631388,-33.5776587,-70.6388,Fede Borgnia,392023,1,7870518,2011-04-15T15:19:15Z
1245697544,-33.5774214,-70.6419892,Fede Borgnia,392023,1,7870896,2011-04-15T15:58:01Z
1245837842,-33.4878354,-70.6840269,Residentcl,1425983,2,33134391,2015-08-05T16:56:45Z
1246050208,-33.4701842,-70.6058886,chesergio,416868,1,7872591,2011-04-15T19:10:05Z
1246224279,-33.6294673,-70.5767563,Fede Borgnia,392023,1,7873504,2011-04-15T20:46:49Z
1246309221,-33.602545,-70.5678727,Fede Borgnia,392023,1,7873971,2011-04-15T21:40:08Z
1249900269,-33.4668261,-70.5616313,chesergio,416868,1,7897010,2011-04-18T13:31:29Z
1249975903,-33.4211907,-70.5591865,chesergio,416868,1,7897745,2011-04-18T14:48:04Z
1250026476,-33.4273733,-70.5670648,chesergio,416868,1,7898112,2011-04-18T15:33:58Z
1250141462,-33.5692095,-70.5647246,Fede Borgnia,392023,1,7898622,2011-04-18T16:35:17Z
1250220858,-33.5527777,-70.5670864,Fede Borgnia,392023,1,7899288,2011-04-18T17:42:19Z
1250265766,-33.4818311,-70.5388827,chesergio,416868,1,7899723,2011-04-18T18:24:46Z
1250338025,-33.5486818,-70.6161098,Fede Borgnia,392023,1,7900412,2011-04-18T19:27:26Z
1251241877,-33.4546725,-70.5372664,chesergio,416868,1,7907214,2011-04-19T14:45:30Z
1251348475,-33.5387138,-70.5606298,Fede Borgnia,392023,1,7908140,2011-04-19T16:36:46Z
1251470778,-33.5153094,-70.5608197,Fede Borgnia,392023,1,7908898,2011-04-19T18:00:10Z
1251714579,-33.508663,-70.6719542,Residentcl,1425983,2,27820128,2014-12-31T11:09:22Z
1251807233,-33.4935232,-70.6065839,Fede Borgnia,392023,1,7911406,2011-04-19T21:43:57Z
1252460605,-33.4848902,-70.6738505,Residentcl,1425983,2,27830324,2014-12-31T20:10:08Z
1252551699,-33.4639017,-70.6917005,Fede Borgnia,392023,1,7917411,2011-04-20T15:53:36Z
1253025430,-33.4701019,-70.71761,Fede Borgnia,392023,1,7919882,2011-04-20T20:09:32Z
1253121412,-33.4592042,-70.7559253,Fede Borgnia,392023,1,7920413,2011-04-20T21:07:15Z
1259817939,-33.415355,-70.6674817,toniello,437035,1,7965751,2011-04-25T16:45:54Z
1260832128,-33.3748986,-70.6784895,toniello,437035,1,7975336,2011-04-26T14:26:32Z
1262400561,-33.4645609,-70.6550893,Fede Borgnia,392023,1,7988464,2011-04-27T19:28:08Z
1262458501,-33.4489439,-70.7552149,Fede Borgnia,392023,1,7989063,2011-04-27T20:22:25Z
1263970385,-33.3872494,-70.592338,chesergio,416868,1,7997205,2011-04-28T18:25:02Z
1264049667,-33.3856335,-70.5676883,chesergio,416868,1,7997698,2011-04-28T19:17:55Z
1264238906,-33.4401006,-70.6767526,toniello,437035,1,7999141,2011-04-28T21:53:40Z
1265026627,-33.4346942,-70.7265057,Fede Borgnia,392023,1,8003998,2011-04-29T14:52:54Z
1265195445,-33.4201716,-70.7411186,Te-Ika,3742941,3,42968633,2016-10-17T20:05:53Z
1272463130,-33.4160254,-70.6827404,toniello,437035,1,8052671,2011-05-04T20:51:58Z
1275799426,-33.2234487,-70.6533339,felipeedwards,337684,1,8072364,2011-05-07T12:39:16Z
1277588806,-33.2514895,-70.803272,felipeedwards,337684,1,8087642,2011-05-08T20:56:24Z
1279297286,-33.4438687,-70.6403947,Fede Borgnia,392023,1,8103393,2011-05-10T15:44:14Z
1281556022,-33.351912,-70.7308274,toniello,437035,1,8122226,2011-05-12T13:24:27Z
1309305246,-33.3808037,-70.5287243,felipeedwards,337684,2,14424326,2012-12-27T12:00:38Z
1369086922,-33.4463512,-70.7122916,dbusse,149876,2,12659783,2012-08-08T17:47:04Z
1394381578,-33.7278334,-70.9214905,felipeedwards,337684,2,17460648,2013-08-22T19:23:10Z
1427911708,-33.5771232,-70.542312,wynlyn,341452,3,17020216,2013-07-20T07:46:33Z
1517177370,-33.337417,-70.4643561,Anónimo,446972,1,9950244,2011-11-26T00:11:32Z
1543693082,-33.6036466,-70.3531956,JuanPerez,37999,1,10104619,2011-12-13T02:11:23Z
1584225068,-33.2628856,-70.729153,Umkal,435017,1,10348098,2012-01-10T03:24:55Z
1666282100,-33.3726674,-71.0407197,Agantes,620429,1,10912381,2012-03-08T19:24:27Z
1686123781,-33.7857102,-70.8678786,felipeedwards,337684,1,11065413,2012-03-22T18:40:33Z
1700009433,-33.4977066,-70.6107671,kunyasobe,447639,1,11169082,2012-03-31T19:05:14Z
1713438351,-33.7033315,-70.61979,OttoPilot,449385,1,11282200,2012-04-12T22:41:43Z
1749285846,-33.6008583,-70.9138939,Anónimo,446972,1,11573040,2012-05-12T03:44:51Z
1806132021,-33.5369147,-70.5426982,Raul_Barraza,479704,1,12056512,2012-06-29T13:31:13Z
1811689142,-33.5458526,-70.5123991,Raul_Barraza,479704,1,12103984,2012-07-03T20:06:49Z
1834812382,-33.3853989,-70.5023096,felipeedwards,337684,1,12441875,2012-07-22T23:21:52Z
1842837580,-33.383884,-70.6874728,felipeedwards,337684,1,12535632,2012-07-29T14:39:25Z
1855161137,-33.5815254,-70.7594821,dintrans_g,237777,1,12640801,2012-08-07T03:21:14Z
1867673223,-33.3243801,-70.7491405,aibacachereyes,593332,1,12742105,2012-08-15T18:13:04Z
1877127730,-33.4226694,-70.6540151,Ro027,299898,1,12816088,2012-08-22T04:47:17Z
1904760156,-33.3555617,-70.6893952,felipeedwards,337684,2,13309607,2012-09-30T14:29:49Z
1929398087,-33.5143112,-70.7796958,Ro027,299898,1,13224485,2012-09-23T18:51:53Z
1955945540,-33.3560126,-70.5398915,dintrans_g,237777,3,16491289,2013-06-10T06:05:14Z
1979808642,-33.4298262,-70.600892,Julio_Costa_Zambelli,30854,2,13616240,2012-10-24T13:04:46Z
2011217322,-33.5437264,-70.776962,dbusse,149876,1,13850899,2012-11-12T19:11:54Z
2029169701,-33.3340598,-70.6280405,dintrans_g,237777,1,14007049,2012-11-24T00:05:47Z
2077053646,-33.420468,-70.6869035,Run_cl,1719640,2,20361903,2014-02-03T21:53:11Z
2166895191,-33.7100434,-70.666659,felipeedwards,337684,1,15123206,2013-02-22T13:07:41Z
2189156861,-33.4963803,-70.6214008,GeoCrazy,3693002,3,42009105,2016-09-08T17:49:36Z
2274677757,-33.6356167,-70.6767975,Julio_Costa_Zambelli,30854,1,15806412,2013-04-21T06:08:10Z
2312970821,-33.7031084,-70.6835996,felipeedwards,337684,1,16208600,2013-05-20T13:29:26Z
2344985214,-33.3838844,-70.5096265,felipeedwards,337684,1,16556891,2013-06-14T22:23:46Z
2393005294,-33.5867961,-70.5603293,felipeedwards,337684,1,17050323,2013-07-22T16:18:17Z
2402074170,-33.3530335,-70.5469138,dintrans_g,237777,3,30697375,2015-05-01T16:51:16Z
2419414446,-33.4568248,-70.488384,dintrans_g,237777,1,17353351,2013-08-15T00:46:13Z
2431616444,-33.6641382,-70.6389592,dintrans_g,237777,1,17508149,2013-08-25T22:45:52Z
2467654598,-33.4226059,-70.5965915,felipeedwards,337684,1,17973717,2013-09-22T13:22:44Z
2498346050,-33.4172992,-70.5891754,Ranger444,3319178,4,43314994,2016-10-31T22:13:44Z
2548199879,-33.4941839,-70.8962774,dintrans_g,237777,1,19085181,2013-11-24T04:15:20Z
2570985660,-33.1968937,-70.4772389,dintrans_g,237777,1,19335050,2013-12-08T05:14:16Z
2573345937,-33.4106728,-70.5923941,Julio_Costa_Zambelli,30854,1,19363069,2013-12-09T17:53:09Z
2573497811,-33.3840208,-70.5669175,Julio_Costa_Zambelli,30854,1,19365177,2013-12-09T19:48:23Z
2613697394,-33.6570432,-70.715916,luchooo,839816,1,19868498,2014-01-07T18:51:01Z
2640621934,-33.3861455,-70.5212284,Julio_Costa_Zambelli,30854,1,20241359,2014-01-28T06:05:55Z
2704339419,-33.487782,-70.6976298,Run_cl,1719640,1,20955338,2014-03-06T18:22:21Z
2776461968,-33.511297,-70.7325495,ernestogon,362078,1,21562946,2014-04-08T00:28:07Z
2834990490,-33.4354849,-70.5957889,Julio_Costa_Zambelli,30854,1,22117238,2014-05-04T02:32:47Z
2860096923,-33.4240071,-70.6048775,Julio_Costa_Zambelli,30854,1,22352406,2014-05-15T14:37:52Z
2907740665,-33.6951294,-70.8063127,MarioJara,2110024,1,22835051,2014-06-09T17:44:49Z
2946918202,-33.427461,-70.6239061,OttoPilot,449385,1,23911464,2014-07-04T03:31:42Z
2962118296,-33.4221594,-70.6070473,Julio_Costa_Zambelli,30854,1,24132386,2014-07-14T04:14:20Z
3011569463,-33.4357159,-70.6096199,Julio_Costa_Zambelli,30854,1,24689492,2014-08-11T22:59:23Z
3048026784,-33.4330345,-70.6138574,Julio_Costa_Zambelli,30854,1,25081349,2014-08-28T19:20:56Z
3058143478,-33.3464872,-70.5163612,felipeedwards,337684,1,25216083,2014-09-03T22:05:09Z
3097632845,-33.4302617,-70.6126213,Gabie,2310186,1,25693203,2014-09-26T19:08:34Z
3144283607,-33.6106575,-70.8818451,macabm,2912309,2,33316697,2015-08-13T16:14:00Z
3202199837,-33.296967,-70.5671765,Julio_Costa_Zambelli,30854,1,26982160,2014-11-23T20:32:12Z
3248681774,-33.4220554,-70.5996202,Julio_Costa_Zambelli,30854,1,27642286,2014-12-23T01:41:20Z
3273290716,-33.7677368,-70.756285,Julio_Costa_Zambelli,30854,1,27958596,2015-01-06T15:48:41Z
3275116683,-33.3723434,-70.5863791,Julio_Costa_Zambelli,30854,1,27982710,2015-01-07T20:07:22Z
3277102765,-33.4348768,-70.5636274,Julio_Costa_Zambelli,30854,1,28001069,2015-01-08T17:30:09Z
3283768559,-33.2405981,-70.6869276,Julio_Costa_Zambelli,30854,1,28084793,2015-01-12T13:05:22Z
3287647739,-33.2288019,-70.6585495,Julio_Costa_Zambelli,30854,1,28135475,2015-01-14T14:31:38Z
3288363140,-33.231275,-70.6608921,Julio_Costa_Zambelli,30854,1,28144808,2015-01-14T20:23:18Z
3319407178,-33.2415985,-70.6885177,Julio_Costa_Zambelli,30854,1,28490227,2015-01-29T18:32:32Z
3334162021,-33.449441,-70.8797842,Julio_Costa_Zambelli,30854,1,28651914,2015-02-06T13:44:18Z
3340316913,-33.2923834,-70.6383397,Julio_Costa_Zambelli,30854,1,28734154,2015-02-09T18:43:58Z
3346196666,-33.226053,-70.6572146,Julio_Costa_Zambelli,30854,1,28800292,2015-02-12T17:52:06Z
3386301387,-33.2237835,-70.6541874,Julio_Costa_Zambelli,30854,1,29294537,2015-03-06T18:20:03Z
3461533685,-33.3530518,-70.7275887,pete42,1806155,1,30286522,2015-04-17T13:21:43Z
3501075038,-33.3241988,-70.6431537,dintrans_g,237777,1,30844660,2015-05-06T14:44:25Z
3506312959,-33.358133,-70.7329088,CaroOSM,1281906,1,30925411,2015-05-09T03:45:40Z
3605279590,-33.3830711,-70.5690711,Julio_Costa_Zambelli,30854,1,32076011,2015-06-19T14:12:16Z
3693695100,-33.3861672,-71.0148506,cserpell,1714449,1,33295438,2015-08-12T16:23:25Z
3739142674,-33.4379724,-70.6304386,Julio_Costa_Zambelli,30854,1,33958619,2015-09-11T13:47:02Z
3755605419,-33.469652,-70.7030881,GeoCrazy,3693002,2,42108086,2016-09-12T18:58:20Z
3823553075,-33.4605042,-70.6229016,Run_cl,1719640,1,35160218,2015-11-07T23:15:25Z
3844639034,-33.4717349,-70.619472,Run_cl,1719640,1,35436596,2015-11-19T15:04:17Z
3915062460,-33.6073344,-70.8358551,FvGordon,161619,2,36492897,2016-01-10T22:10:41Z
3995929522,-33.3027331,-70.7423535,Julio_Costa_Zambelli,30854,1,37085726,2016-02-08T18:17:51Z
4046256897,-33.4117467,-70.5749993,Run_cl,1719640,1,37672307,2016-03-07T19:11:42Z
4170616462,-33.4163157,-70.5953082,cserpell,1714449,1,39154244,2016-05-07T00:43:27Z
4221740309,-33.6448077,-70.5975272,addavies,2262383,1,39735689,2016-06-02T14:25:52Z
4296934831,-33.4410334,-70.4583629,Eugenio Cajiao,3039585,1,40663065,2016-07-11T19:20:59Z
4327189903,-33.406584,-70.494163,Rekrutacja,90243,1,41115164,2016-07-29T18:09:58Z
4390086654,-33.4439084,-70.6516291,DoodleBob,4339485,1,41984301,2016-09-07T17:17:31Z
4398020065,-33.4432408,-70.6283258,DoodleBob,4339485,1,42108767,2016-09-12T19:34:15Z
4401552217,-33.4480886,-70.6761886,DoodleBob,4339485,1,42156650,2016-09-14T18:58:36Z
4420766518,-33.4319323,-70.5929479,Julio_Costa_Zambelli,30854,1,42475217,2016-09-27T17:39:39Z
4425366958,-33.3897076,-70.6442234,bpowell1,3317733,1,42548210,2016-09-30T17:35:17Z
4431667954,-33.4842588,-70.5995221,JAAS,3321532,2,42883921,2016-10-13T23:00:02Z
4434538848,-33.3525568,-70.5147742,Corban8,4240913,1,42687991,2016-10-06T15:42:18Z
4436503104,-33.3452758,-70.6683518,tfnielson,4547543,1,42716164,2016-10-07T16:48:36Z
4440997926,-33.5612217,-70.6707097,Ranger444,3319178,1,42782979,2016-10-10T17:43:11Z
4442906983,-33.3815954,-70.7677022,bpowell1,3317733,1,42814667,2016-10-11T21:25:48Z
4444755906,-33.4253224,-70.6495611,Baconcrisp,3778777,1,42842152,2016-10-12T22:23:32Z
4447830479,-33.4335091,-70.6386288,tfnielson,4547543,1,42899238,2016-10-14T15:25:42Z
4452566243,-33.439877,-70.6659335,Baconcrisp,3778777,1,42971032,2016-10-17T22:03:43Z
4455669480,-33.4223584,-70.6686539,Baconcrisp,3778777,1,43019488,2016-10-19T20:49:22Z
4457229434,-33.6709161,-70.9440507,bpowell1,3317733,1,43046911,2016-10-20T23:05:29Z
4462334403,-33.6065247,-70.8541987,Corban8,4240913,1,43134673,2016-10-24T19:09:21Z
4465150877,-33.6451857,-70.9163515,bpowell1,3317733,1,43197396,2016-10-26T17:06:06Z
4468157794,-33.4173669,-70.703795,Baconcrisp,3778777,1,43248851,2016-10-28T15:43:11Z
4473226095,-33.4624236,-70.5590451,JAAS,3321532,1,43308608,2016-10-31T16:52:10Z
4477126811,-33.5487173,-70.5832179,tfnielson,4547543,1,43355763,2016-11-02T15:48:04Z
4480424446,-33.5217786,-70.66199,bpowell1,3317733,1,43389830,2016-11-03T20:58:49Z
4487319212,-33.3938779,-70.6015089,Julio_Costa_Zambelli,30854,1,43469318,2016-11-07T17:49:37Z
